layout,layout_id,set_id,material,raw_x,raw_y,x,y,hold_id,hold_family,variant,orientation,orientation_degrees,orientation_sin,orientation_cos
spray,11,12,wood,32,108,0.75,0.7647058823529411,CBI,wood:CBI,none,N/NE,22.5,0.3826834324,0.9238795325
spray,11,12,wood,40,108,0.8125,0.7647058823529411,20D,wood:20D,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,48,108,0.875,0.7647058823529411,CWR,wood:CW,r,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,56,108,0.9375,0.7647058823529411,DLI,wood:DLI,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,64,108,1.0,0.7647058823529411,HRG,wood:HRG,none,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,12,wood,-52,112,0.09375,0.7941176470588235,CBI,wood:CBI,none,N,0.0,0.0,1.0
spray,11,12,wood,-28,112,0.28125,0.7941176470588235,SHLP,wood:SHLP,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,-20,112,0.34375,0.7941176470588235,SHL,wood:SHL,none,N,0.0,0.0,1.0
spray,11,12,wood,-12,112,0.40625,0.7941176470588235,CGP,wood:CGP,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,4,112,0.53125,0.7941176470588235,20D,wood:20D,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,20,112,0.65625,0.7941176470588235,SKT,wood:SKT,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,36,112,0.78125,0.7941176470588235,SRP,wood:SRP,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,-48,116,0.125,0.8235294117647058,FBW,wood:FBW,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,-40,116,0.1875,0.8235294117647058,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,-32,116,0.25,0.8235294117647058,DLI,wood:DLI,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,-16,116,0.375,0.8235294117647058,15M,wood:15M,none,N,0.0,0.0,1.0
spray,11,12,wood,0,116,0.5,0.8235294117647058,20D,wood:20D,none,N,0.0,0.0,1.0
spray,11,12,wood,32,116,0.75,0.8235294117647058,DEP,wood:DEP,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,56,116,0.9375,0.8235294117647058,FBW,wood:FBW,none,N,0.0,0.0,1.0
spray,11,12,wood,-60,120,0.03125,0.8529411764705882,SHLP,wood:SHLP,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,-20,120,0.34375,0.8529411764705882,DLI,wood:DLI,none,N,0.0,0.0,1.0
spray,11,12,wood,12,120,0.59375,0.8529411764705882,BNP,wood:BNP,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,36,120,0.78125,0.8529411764705882,15D,wood:15D,none,N,0.0,0.0,1.0
spray,11,12,wood,44,120,0.84375,0.8529411764705882,DLI,wood:DLI,none,N,0.0,0.0,1.0
spray,11,12,wood,60,120,0.96875,0.8529411764705882,DLI,wood:DLI,none,N,0.0,0.0,1.0
spray,11,12,wood,-48,124,0.125,0.8823529411764706,CBI,wood:CBI,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,-32,124,0.25,0.8823529411764706,15D,wood:15D,none,N,0.0,0.0,1.0
spray,11,12,wood,-16,124,0.375,0.8823529411764706,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,-8,124,0.4375,0.8823529411764706,CGP,wood:CGP,none,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,12,wood,16,124,0.625,0.8823529411764706,DLI,wood:DLI,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,32,124,0.75,0.8823529411764706,BNP,wood:BNP,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,48,124,0.875,0.8823529411764706,SHLP,wood:SHLP,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,56,124,0.9375,0.8823529411764706,15D,wood:15D,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,-60,128,0.03125,0.9117647058823529,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,-36,128,0.21875,0.9117647058823529,BNP,wood:BNP,none,NE,45.0,0.7071067812,0.7071067812
spray,11,12,wood,-20,128,0.34375,0.9117647058823529,30D,wood:30D,none,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,12,wood,4,128,0.53125,0.9117647058823529,HRG,wood:HRG,none,E/NE,67.5,0.9238795325,0.3826834324
spray,11,12,wood,28,128,0.71875,0.9117647058823529,KFCL,wood:KFC,l,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,36,128,0.78125,0.9117647058823529,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,-64,132,0.0,0.9411764705882353,20D,wood:20D,none,N,0.0,0.0,1.0
spray,11,12,wood,-48,132,0.125,0.9411764705882353,15D,wood:15D,none,N,0.0,0.0,1.0
spray,11,12,wood,-24,132,0.3125,0.9411764705882353,TDP,wood:TDP,none,N,0.0,0.0,1.0
spray,11,12,wood,-16,132,0.375,0.9411764705882353,KFCR,wood:KFC,r,N,0.0,0.0,1.0
spray,11,12,wood,-8,132,0.4375,0.9411764705882353,CBI,wood:CBI,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,0,132,0.5,0.9411764705882353,CBL,wood:CBL,none,N,0.0,0.0,1.0
spray,11,12,wood,24,132,0.6875,0.9411764705882353,TDP,wood:TDP,none,N,0.0,0.0,1.0
spray,11,12,wood,32,132,0.75,0.9411764705882353,CGP,wood:CGP,none,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,12,wood,56,132,0.9375,0.9411764705882353,20D,wood:20D,none,N,0.0,0.0,1.0
spray,11,12,wood,-36,136,0.21875,0.9705882352941176,HRG,wood:HRG,none,E/NE,67.5,0.9238795325,0.3826834324
spray,11,12,wood,-20,136,0.34375,0.9705882352941176,BNP,wood:BNP,none,NW,315.0,-0.7071067812,0.7071067812
spray,11,12,wood,36,136,0.78125,0.9705882352941176,CBL,wood:CBL,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,-56,140,0.0625,1.0,CBI,wood:CBI,none,N,0.0,0.0,1.0
spray,11,12,wood,-40,140,0.1875,1.0,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,-32,140,0.25,1.0,BNP,wood:BNP,none,N/NE,22.5,0.3826834324,0.9238795325
spray,11,12,wood,-8,140,0.4375,1.0,CBI,wood:CBI,none,N,0.0,0.0,1.0
spray,11,12,wood,8,140,0.5625,1.0,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,12,wood,16,140,0.625,1.0,BNP,wood:BNP,none,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,12,wood,32,140,0.75,1.0,30D,wood:30D,none,N,0.0,0.0,1.0
spray,11,12,wood,48,140,0.875,1.0,FB,wood:FB,none,N,0.0,0.0,1.0
spray,11,13,plastic,-56,4,0.0625,0.0,9l,plastic:9,l,S,180.0,0.0,-1.0
spray,11,13,plastic,-40,4,0.1875,0.0,61s,plastic:61,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-24,4,0.3125,0.0,7s,plastic:7,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-8,4,0.4375,0.0,77s,plastic:77,s,S,180.0,0.0,-1.0
spray,11,13,plastic,0,4,0.5,0.0,6s,plastic:6,s,S,180.0,0.0,-1.0
spray,11,13,plastic,24,4,0.6875,0.0,7s,plastic:7,s,S,180.0,0.0,-1.0
spray,11,13,plastic,40,4,0.8125,0.0,61s,plastic:61,s,S,180.0,0.0,-1.0
spray,11,13,plastic,48,4,0.875,0.0,9r,plastic:9,r,S,180.0,0.0,-1.0
spray,11,13,plastic,64,4,1.0,0.0,61s,plastic:61,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-28,8,0.28125,0.029411764705882353,74s,plastic:74,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-64,12,0.0,0.058823529411764705,61s,plastic:61,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-40,12,0.1875,0.058823529411764705,7s,plastic:7,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-24,12,0.3125,0.058823529411764705,61s,plastic:61,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-8,12,0.4375,0.058823529411764705,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,8,12,0.5625,0.058823529411764705,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,24,12,0.6875,0.058823529411764705,61s,plastic:61,s,E,90.0,1.0,0.0
spray,11,13,plastic,32,12,0.75,0.058823529411764705,8s,plastic:8,s,S,180.0,0.0,-1.0
spray,11,13,plastic,40,12,0.8125,0.058823529411764705,7s,plastic:7,s,S,180.0,0.0,-1.0
spray,11,13,plastic,64,12,1.0,0.058823529411764705,61s,plastic:61,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-44,16,0.15625,0.08823529411764706,74s,plastic:74,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-48,20,0.125,0.11764705882352941,35r,plastic:35,r,S,180.0,0.0,-1.0
spray,11,13,plastic,-24,20,0.3125,0.11764705882352941,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-16,20,0.375,0.11764705882352941,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,0,20,0.5,0.11764705882352941,8s,plastic:8,s,S,180.0,0.0,-1.0
spray,11,13,plastic,16,20,0.625,0.11764705882352941,61s,plastic:61,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,32,20,0.75,0.11764705882352941,35r,plastic:35,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,48,20,0.875,0.11764705882352941,8s,plastic:8,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,56,20,0.9375,0.11764705882352941,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-28,24,0.28125,0.14705882352941177,6s,plastic:6,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-64,28,0.0,0.17647058823529413,35l,plastic:35,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-48,28,0.125,0.17647058823529413,8s,plastic:8,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-40,28,0.1875,0.17647058823529413,77s,plastic:77,s,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,-32,28,0.25,0.17647058823529413,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,-16,28,0.375,0.17647058823529413,8s,plastic:8,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-8,28,0.4375,0.17647058823529413,61s,plastic:61,s,S,180.0,0.0,-1.0
spray,11,13,plastic,8,28,0.5625,0.17647058823529413,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,24,28,0.6875,0.17647058823529413,61s,plastic:61,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,32,28,0.75,0.17647058823529413,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,40,28,0.8125,0.17647058823529413,77s,plastic:77,s,N,0.0,0.0,1.0
spray,11,13,plastic,-28,32,0.28125,0.20588235294117646,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,4,32,0.53125,0.20588235294117646,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,20,32,0.65625,0.20588235294117646,35r,plastic:35,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,52,32,0.90625,0.20588235294117646,35l,plastic:35,l,S,180.0,0.0,-1.0
spray,11,13,plastic,-56,36,0.0625,0.23529411764705882,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,-8,36,0.4375,0.23529411764705882,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,8,36,0.5625,0.23529411764705882,45l,plastic:45,l,E,90.0,1.0,0.0
spray,11,13,plastic,32,36,0.75,0.23529411764705882,61s,plastic:61,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-36,40,0.21875,0.2647058823529412,35l,plastic:35,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-28,40,0.28125,0.2647058823529412,65s,plastic:65,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-12,40,0.40625,0.2647058823529412,51l,plastic:51,l,N,0.0,0.0,1.0
spray,11,13,plastic,4,40,0.53125,0.2647058823529412,51r,plastic:51,r,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,20,40,0.65625,0.2647058823529412,39r,plastic:39,r,N,0.0,0.0,1.0
spray,11,13,plastic,44,40,0.84375,0.2647058823529412,67s,plastic:67,s,S,180.0,0.0,-1.0
spray,11,13,plastic,52,40,0.90625,0.2647058823529412,75s,plastic:75,s,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,-64,44,0.0,0.29411764705882354,77s,plastic:77,s,E,90.0,1.0,0.0
spray,11,13,plastic,-56,44,0.0625,0.29411764705882354,67s,plastic:67,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-48,44,0.125,0.29411764705882354,47r,plastic:47,r,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,-32,44,0.25,0.29411764705882354,39l,plastic:39,l,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,-24,44,0.3125,0.29411764705882354,23r,plastic:23,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-8,44,0.4375,0.29411764705882354,26l,plastic:26,l,S,180.0,0.0,-1.0
spray,11,13,plastic,0,44,0.5,0.29411764705882354,11l,plastic:11,l,N/NW,337.5,-0.3826834324,0.9238795325
spray,11,13,plastic,16,44,0.625,0.29411764705882354,61s,plastic:61,s,E,90.0,1.0,0.0
spray,11,13,plastic,24,44,0.6875,0.29411764705882354,26l,plastic:26,l,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,40,44,0.8125,0.29411764705882354,65s,plastic:65,s,S,180.0,0.0,-1.0
spray,11,13,plastic,64,44,1.0,0.29411764705882354,9r,plastic:9,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-36,48,0.21875,0.3235294117647059,75s,plastic:75,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-20,48,0.34375,0.3235294117647059,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,4,48,0.53125,0.3235294117647059,23l,plastic:23,l,S/SE,157.5,0.3826834324,-0.9238795325
spray,11,13,plastic,36,48,0.78125,0.3235294117647059,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,52,48,0.90625,0.3235294117647059,47l,plastic:47,l,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,-48,52,0.125,0.35294117647058826,17l,plastic:17,l,E/NE,67.5,0.9238795325,0.3826834324
spray,11,13,plastic,-32,52,0.25,0.35294117647058826,5s,plastic:5,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-16,52,0.375,0.35294117647058826,22r,plastic:22,r,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,0,52,0.5,0.35294117647058826,18l,plastic:18,l,S,180.0,0.0,-1.0
spray,11,13,plastic,8,52,0.5625,0.35294117647058826,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,16,52,0.625,0.35294117647058826,42r,plastic:42,r,S,180.0,0.0,-1.0
spray,11,13,plastic,24,52,0.6875,0.35294117647058826,22l,plastic:22,l,S,180.0,0.0,-1.0
spray,11,13,plastic,-44,56,0.15625,0.38235294117647056,74s,plastic:74,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-36,56,0.21875,0.38235294117647056,37l,plastic:37,l,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-4,56,0.46875,0.38235294117647056,69s,plastic:69,s,S,180.0,0.0,-1.0
spray,11,13,plastic,52,56,0.90625,0.38235294117647056,35r,plastic:35,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-64,60,0.0,0.4117647058823529,61s,plastic:61,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-56,60,0.0625,0.4117647058823529,15l,plastic:15,l,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-16,60,0.375,0.4117647058823529,64s,plastic:64,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-8,60,0.4375,0.4117647058823529,11r,plastic:11,r,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,8,60,0.5625,0.4117647058823529,30s,plastic:30,s,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,24,60,0.6875,0.4117647058823529,26r,plastic:26,r,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,32,60,0.75,0.4117647058823529,46r,plastic:46,r,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,48,60,0.875,0.4117647058823529,71s,plastic:71,s,E/NE,67.5,0.9238795325,0.3826834324
spray,11,13,plastic,56,60,0.9375,0.4117647058823529,75s,plastic:75,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,64,60,1.0,0.4117647058823529,43r,plastic:43,r,E,90.0,1.0,0.0
spray,11,13,plastic,-44,64,0.15625,0.4411764705882353,61s,plastic:61,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,-28,64,0.28125,0.4411764705882353,69s,plastic:69,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-20,64,0.34375,0.4411764705882353,42r,plastic:42,r,S,180.0,0.0,-1.0
spray,11,13,plastic,4,64,0.53125,0.4411764705882353,57s,plastic:57,s,E,90.0,1.0,0.0
spray,11,13,plastic,12,64,0.59375,0.4411764705882353,16l,plastic:16,l,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,36,64,0.78125,0.4411764705882353,48r,plastic:48,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-64,68,0.0,0.47058823529411764,20l,plastic:20,l,W,270.0,-1.0,-0.0
spray,11,13,plastic,-48,68,0.125,0.47058823529411764,71s,plastic:71,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-40,68,0.1875,0.47058823529411764,30s,plastic:30,s,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,-32,68,0.25,0.47058823529411764,46l,plastic:46,l,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,-24,68,0.3125,0.47058823529411764,31s,plastic:31,s,S/SE,157.5,0.3826834324,-0.9238795325
spray,11,13,plastic,-8,68,0.4375,0.47058823529411764,68s,plastic:68,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,0,68,0.5,0.47058823529411764,32s,plastic:32,s,S,180.0,0.0,-1.0
spray,11,13,plastic,24,68,0.6875,0.47058823529411764,12r,plastic:12,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,40,68,0.8125,0.47058823529411764,37r,plastic:37,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,48,68,0.875,0.47058823529411764,58s,plastic:58,s,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,56,68,0.9375,0.47058823529411764,14r,plastic:14,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-60,72,0.03125,0.5,48l,plastic:48,l,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-52,72,0.09375,0.5,43l,plastic:43,l,W/SW,247.5,-0.9238795325,-0.3826834324
spray,11,13,plastic,-36,72,0.21875,0.5,42l,plastic:42,l,S,180.0,0.0,-1.0
spray,11,13,plastic,-4,72,0.46875,0.5,70s,plastic:70,s,S,180.0,0.0,-1.0
spray,11,13,plastic,4,72,0.53125,0.5,35l,plastic:35,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,20,72,0.65625,0.5,49r,plastic:49,r,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,44,72,0.84375,0.5,34r,plastic:34,r,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,52,72,0.90625,0.5,74s,plastic:74,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-48,76,0.125,0.5294117647058824,14l,plastic:14,l,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,-32,76,0.25,0.5294117647058824,18r,plastic:18,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-16,76,0.375,0.5294117647058824,12l,plastic:12,l,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,13,plastic,0,76,0.5,0.5294117647058824,28s,plastic:28,s,N,0.0,0.0,1.0
spray,11,13,plastic,8,76,0.5625,0.5294117647058824,54s,plastic:54,s,S,180.0,0.0,-1.0
spray,11,13,plastic,16,76,0.625,0.5294117647058824,11r,plastic:11,r,W,270.0,-1.0,-0.0
spray,11,13,plastic,32,76,0.75,0.5294117647058824,3s,plastic:3,s,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,40,76,0.8125,0.5294117647058824,43r,plastic:43,r,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,64,76,1.0,0.5294117647058824,20r,plastic:20,r,E,90.0,1.0,0.0
spray,11,13,plastic,-60,80,0.03125,0.5588235294117647,9l,plastic:9,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-20,80,0.34375,0.5588235294117647,40l,plastic:40,l,N/NE,22.5,0.3826834324,0.9238795325
spray,11,13,plastic,-12,80,0.40625,0.5588235294117647,3s,plastic:3,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-4,80,0.46875,0.5588235294117647,42l,plastic:42,l,S,180.0,0.0,-1.0
spray,11,13,plastic,20,80,0.65625,0.5588235294117647,51l,plastic:51,l,NE,45.0,0.7071067812,0.7071067812
spray,11,13,plastic,28,80,0.71875,0.5588235294117647,36r,plastic:36,r,E,90.0,1.0,0.0
spray,11,13,plastic,44,80,0.84375,0.5588235294117647,60s,plastic:60,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-56,84,0.0625,0.5882352941176471,75s,plastic:75,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-48,84,0.125,0.5882352941176471,13r,plastic:13,r,W/SW,247.5,-0.9238795325,-0.3826834324
spray,11,13,plastic,-40,84,0.1875,0.5882352941176471,48l,plastic:48,l,S,180.0,0.0,-1.0
spray,11,13,plastic,-32,84,0.25,0.5882352941176471,32s,plastic:32,s,SE,135.0,0.7071067812,-0.7071067812
spray,11,13,plastic,-16,84,0.375,0.5882352941176471,49l,plastic:49,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-8,84,0.4375,0.5882352941176471,20l,plastic:20,l,W,270.0,-1.0,-0.0
spray,11,13,plastic,8,84,0.5625,0.5882352941176471,66s,plastic:66,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,48,84,0.875,0.5882352941176471,17r,plastic:17,r,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,13,plastic,56,84,0.9375,0.5882352941176471,45r,plastic:45,r,E,90.0,1.0,0.0
spray,11,13,plastic,64,84,1.0,0.5882352941176471,77s,plastic:77,s,W,270.0,-1.0,-0.0
spray,11,13,plastic,-44,88,0.15625,0.6176470588235294,33l,plastic:33,l,S/SE,157.5,0.3826834324,-0.9238795325
spray,11,13,plastic,4,88,0.53125,0.6176470588235294,52s,plastic:52,s,S,180.0,0.0,-1.0
spray,11,13,plastic,12,88,0.59375,0.6176470588235294,75s,plastic:75,s,S,180.0,0.0,-1.0
spray,11,13,plastic,20,88,0.65625,0.6176470588235294,50l,plastic:50,l,W/NW,292.5,-0.9238795325,0.3826834324
spray,11,13,plastic,28,88,0.71875,0.6176470588235294,40r,plastic:40,r,NW,315.0,-0.7071067812,0.7071067812
spray,11,13,plastic,36,88,0.78125,0.6176470588235294,42r,plastic:42,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,52,88,0.90625,0.6176470588235294,59s,plastic:59,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-64,92,0.0,0.6470588235294118,45l,plastic:45,l,W,270.0,-1.0,-0.0
spray,11,13,plastic,-56,92,0.0625,0.6470588235294118,34l,plastic:34,l,W,270.0,-1.0,-0.0
spray,11,13,plastic,-32,92,0.25,0.6470588235294118,29s,plastic:29,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-24,92,0.3125,0.6470588235294118,64s,plastic:64,s,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-16,92,0.375,0.6470588235294118,11l,plastic:11,l,E/NE,67.5,0.9238795325,0.3826834324
spray,11,13,plastic,-8,92,0.4375,0.6470588235294118,16r,plastic:16,r,W/SW,247.5,-0.9238795325,-0.3826834324
spray,11,13,plastic,0,92,0.5,0.6470588235294118,53s,plastic:53,s,S,180.0,0.0,-1.0
spray,11,13,plastic,24,92,0.6875,0.6470588235294118,74s,plastic:74,s,S/SE,157.5,0.3826834324,-0.9238795325
spray,11,13,plastic,40,92,0.8125,0.6470588235294118,51r,plastic:51,r,W,270.0,-1.0,-0.0
spray,11,13,plastic,-52,96,0.09375,0.6764705882352942,59s,plastic:59,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-44,96,0.15625,0.6764705882352942,58s,plastic:58,s,N,0.0,0.0,1.0
spray,11,13,plastic,-12,96,0.40625,0.6764705882352942,50r,plastic:50,r,E/NE,67.5,0.9238795325,0.3826834324
spray,11,13,plastic,12,96,0.59375,0.6764705882352942,54s,plastic:54,s,S,180.0,0.0,-1.0
spray,11,13,plastic,20,96,0.65625,0.6764705882352942,57s,plastic:57,s,E,90.0,1.0,0.0
spray,11,13,plastic,28,96,0.71875,0.6764705882352942,27s,plastic:27,s,S/SE,157.5,0.3826834324,-0.9238795325
spray,11,13,plastic,52,96,0.90625,0.6764705882352942,44r,plastic:44,r,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,60,96,0.96875,0.6764705882352942,19r,plastic:19,r,S,180.0,0.0,-1.0
spray,11,13,plastic,-32,100,0.25,0.7058823529411765,27s,plastic:27,s,S/SW,202.5,-0.3826834324,-0.9238795325
spray,11,13,plastic,-8,100,0.4375,0.7058823529411765,36l,plastic:36,l,W,270.0,-1.0,-0.0
spray,11,13,plastic,0,100,0.5,0.7058823529411765,29s,plastic:29,s,S,180.0,0.0,-1.0
spray,11,13,plastic,8,100,0.5625,0.7058823529411765,49r,plastic:49,r,E,90.0,1.0,0.0
spray,11,13,plastic,32,100,0.75,0.7058823529411765,70s,plastic:70,s,S,180.0,0.0,-1.0
spray,11,13,plastic,48,100,0.875,0.7058823529411765,13l,plastic:13,l,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,64,100,1.0,0.7058823529411765,21r,plastic:21,r,S,180.0,0.0,-1.0
spray,11,13,plastic,-60,104,0.03125,0.7352941176470589,55s,plastic:55,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-44,104,0.15625,0.7352941176470589,60s,plastic:60,s,S,180.0,0.0,-1.0
spray,11,13,plastic,-36,104,0.21875,0.7352941176470589,43l,plastic:43,l,SW,225.0,-0.7071067812,-0.7071067812
spray,11,13,plastic,-20,104,0.34375,0.7352941176470589,51r,plastic:51,r,W,270.0,-1.0,-0.0
spray,11,13,plastic,-4,104,0.46875,0.7352941176470589,66s,plastic:66,s,E/SE,112.5,0.9238795325,-0.3826834324
spray,11,13,plastic,20,104,0.65625,0.7352941176470589,64s,plastic:64,s,SE,135.0,0.7071067812,-0.7071067812
